"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","Alma Barcelona GL","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","Garden view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,,,,"2","642","Grand Deluxe Double or Twin Room",,,,,,,,,,,
"5","Alma Barcelona GL","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","Garden view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,,,,"1","591","Grand Deluxe Double or Twin Room",,,,,,,,,,,
"5","Alma Barcelona GL","true","2 double beds","US$","Room","377 feet²","View","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,,,,"2","561","Twin Room with Garden View",,,,,,,,,,,
"5","Alma Barcelona GL","true","2 double beds","US$","Room","377 feet²","View","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,,,,"2","663","Twin Room with Garden View",,,,,,,,,,,
"5","Alma Barcelona GL","true","2 double beds","US$","Room","377 feet²","View","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,,,,"1","612","Twin Room with Garden View",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Interconnected room(s) available","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"2","678","Executive Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Interconnected room(s) available","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"2","779","Executive Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Interconnected room(s) available","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"1","728","Executive Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","592 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Interconnected room(s) available","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"2","885","Superior Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","592 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Interconnected room(s) available","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"1","834","Superior Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","2 extra-large double beds","US$","Room","1184 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation",,,"2","1.563","Family Suite","More",,,,,,,,,,
"5","Alma Barcelona GL","true","2 extra-large double beds","US$","Room","1184 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation",,,"3","1.614","Family Suite","More",,,,,,,,,,
"5","Alma Barcelona GL","true","2 extra-large double beds","US$","Room","1184 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation",,,"4","1.461","Family Suite","More",,,,,,,,,,
"5","Alma Barcelona GL","true","2 extra-large double beds","US$","Room","1184 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation",,,"4","1.665","Family Suite","More",,,,,,,,,,
"5","Alma Barcelona GL","true","2 extra-large double beds","US$","Room","1184 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation",,,"1","1.512","Family Suite","More",,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","592 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"2","1.588","Premium Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","592 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Toilet paper","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","More",,,"1","1.537","Premium Suite",,,,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","1292 feet²","City view","Bath","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Dressing room","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Dining table","Upper floors accessible by elevator","Toilet paper","Entire unit wheelchair accessible","2","3.172","Suite with Terrace","Clothes rack","Single-room air conditioning for guest accommodation","More",,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","1292 feet²","City view","Bath","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Terrace","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Dressing room","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Dining table","Upper floors accessible by elevator","Toilet paper","Entire unit wheelchair accessible","1","3.121","Suite with Terrace","Clothes rack","Single-room air conditioning for guest accommodation","More",,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","1507 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Dressing room","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Dining table","Upper floors accessible by elevator","Clothes rack","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","2","3.596","Alma Suite","Toilet paper","More",,,,,,,,,
"5","Alma Barcelona GL","true","1 extra-large double bed","US$","Private suite","1507 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Additional bathroom","Bidet","Streaming service (like Netflix)","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Heating","Hairdryer","Additional toilet","Dressing room","Cable channels","Wake-up service","Laptop safe","Wardrobe or closet","Dining table","Upper floors accessible by elevator","Clothes rack","Entire unit wheelchair accessible","Single-room air conditioning for guest accommodation","1","3.545","Alma Suite","Toilet paper","More",,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","Room","215 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser",,,,,,,,,,,,,,,,,,,,,"2","295","Executive Double or Twin Room",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","Room","215 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser",,,,,,,,,,,,,,,,,,,,,"2","328","Executive Double or Twin Room",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","Room","215 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser",,,,,,,,,,,,,,,,,,,,,"2","344","Executive Double or Twin Room",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Choose your bed (if available) 2 single beds 1 large double bed","US$","Room","215 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser",,,,,,,,,,,,,,,,,,,,,"1","321","Executive Double or Twin Room",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 large double bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,"2","348","Junior Suite (1-2 Adults)",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 large double bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,"2","386","Junior Suite (1-2 Adults)",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 large double bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,"2","397","Junior Suite (1-2 Adults)",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 large double bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,"1","373","Junior Suite (1-2 Adults)",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","431 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,,"2","453","Grand Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","431 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,,"2","502","Grand Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","431 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,,"2","503","Grand Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","431 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,,"1","478","Grand Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"2","505","Grand Suite Duplex",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"2","554","Grand Suite Duplex",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"2","561","Grand Suite Duplex",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 extra-large double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"1","531","Grand Suite Duplex",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,"2","905","King Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,"2","954","King Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,"2","1.006","King Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","1 double bed","US$","Private suite","538 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","Seating Area","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,,,,,,,,,,,,,,,,"1","931","King Suite",,,,,,,,,,,
"5","Claris Hotel & Spa GL, a Small Luxury Hotel of the World","true","Bedroom 1: 1 double bed Living room: 1 sofa bed","US$","Private suite","377 feet²","City view","Inner courtyard view","Bath","Air conditioning","Private bathroom","Flat-screen TV","Soundproofing","Coffee machine","Minibar","Free WiFi","Free toiletries","Shower","Bathrobe","Safety deposit box","Toilet","Sofa","TV","Telephone","Satellite channels","Heating","Hairdryer","Wake-up service","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,,,,,,,,,,,,,"3","442","Junior Suite (3 Adults)",,,,,,,,,,,
